content,score
Apa nih??? skrg gk bisa mutar lagu sepuasnya hrs premium dulu knp skrg hrs dibatasi pemutarannya? Gk enak bgt. Trs lirik juga banyak yg gk muncul yg ada malah iklannya buanyak bgt hadeehh habis update malah bikin gk nyaman,1
Terlalu banyak iklan setiap ganti lagu dan tolong iklan kurang bermutu seperti iklan horor mending di blacklist aja karena kurang nyaman di telinga. Saran saya mending ganti iklan yang lebih bermutu kedepannya.....,2
"Spotify aku agak kecewa siih, Masa setiap lagu ngga bisa ditampilin liriknya. Tulisannya pasti selalu ""Tidak dapat memuat lirik untuk lagu ini."" Tolong dong kalo ada solusinya, kasih tau ya",4
maaf ya kalau ngasih bintang satu karena alasan nya musik nya tidak bisa diputar kalau diputar ada peringatan tidak bisa dengar musik kembali besok _ besok nya sama saja kayak peringatan kayak gitu dan seterusnya tolong diperbaiki ya min🙏🙏 😭 gitu saja terima kasih semoga membalas atau diperbaiki,1
"akhir² ini spotify banyak banget iklan nya, baru 1 lagu udah iklan lagi dan terus seperti itu mana iklan nya berbau mistis. jd kalau ada iklan seram aku selalu kecilin volume dan naikin kembali pas lagunya main",1
"Kebanyakan iklan min, tolong lah masa setiap ganti lagu harus selalu ada iklannya... Hari ini saya udah dapet 9 iklan setiap ganti lagu, tolong lah iklannya dikurangi dan nanti aka saya kasih bintang 5",2
"aplikasi apaan dah, maksa banget buat langganan premium masa 1 lagu 2-3 iklan mana g bisa di skip ganggu bangt,ngemis lu nyuruh orng pake premium masa tiap gnti 2-3 iklan.apk musik terjelek masuk list gw! Tolong developer dibaca dan dibalas, sombong bngt g dibalas²",1
"tba tba keluar pas buka apk lain tuh napa ya?? sering kesel sendiri kalau lagi enak ngegalau malah mati lagunya, apalagi pas lagi dengerin lagu mau buka room cht di wa/ di apk lain langsung mati, di play lagi malah ngulang dari awal, tlong diperbaiki lagi dehh, mau ganti apk lain tapi udh sayang bngt sama Spotify",2
"bagus banget, gak kayak aplikasi sebelah😏, kualitas nya bagus, saat melihat video yang ada lagu nya dia bisa ke pause sendiri dan otomatis hidup sendiri memang keren sih, tapi mohon maaf, lebih diperbaiki lagi karena kemaren saya dapat bug pas pencet lagu yang mau diputar malah keputar lagu yang gamau aku putar, jadi tolong perbaiki lagi yaa",4
"Tadinya mau kasih bintang 5, tapi tiba tiba ga bisa langganan spotify premium padahal sebelumnya aman aman aja. Buat adminya tolong di perhatiin lagi. Soalnya mau join premium ga bisa dan jadi terganggu juga karna iklannya Nanti kalau udah diperbaiki ratingnya diubah, Terimakasih",3
"Kebanyakan sponsor!! Masa setiap habis puter 1 lagu langsung iklan, malah iklannya 3 kali! Terus kalo mau milih lagu terbatas banget! Baru milih beberapa langsung habis dan suruh beli premium. Mending cari alternatif lain yang lebih bagus dari spotify",1
min adain kek musik random langsung play gitu soalnya gua download Spotify ini buat dengerin lagu tapi gatau mau dengerin apa jadinya adain fitur langsung play musik random gitu,3
Akhir-akhir ini kalau mau masuk ke aplikasi spotify lamaaaa banget! Terus dalam seminggu ini udh tiga kali update aplikasinya. Bingung bgt.,3
"Setiap lagi denger lagu lalu ingin pindah ke lagu lainnya dalam keadaan lagu sebelumnya tidak terjeda lagu selanjutnya tidak akan terpasang (tidak ada suara), awalnya dikira ini karena tidak pakai premium, ternyata setelah beli juga tetap seperti ini, hal ini sangat mengganggu dan merasa rugi jika seperti ini terus-menerus.",3
"Setelah diperbarui malah jadi banyak bug, saya ingin membeli premium tp setiap kali mencoba kenapa selalu erornya? Saya jadi tidak bisa menikmati music tanpa iklan, tolong diperbaiki yah🙏",3
"Sekarang spotify serasa lebih pelit kalo mau nyetel musik gak bisa langsung dipilih harus premium terus, tolong dong spotify pengen kayak dulu lagi gak harus serba premium,sama biasanya semua lagu suka ada liriknya kok sekarang gak ada",2
"iklannya banyak bgt, selang 2 lagu langsung iklan, lebih ngeganggu lagi sekarang banyak iklan horor, makin gasuka sama Spotify, kalau iklan lain²sih masih oke bagi yg ga premium, tapi kalau yg horor ga bgt, ini bukannya memperbaiki apk, malah memperburuk, kecewa bgt si",1
"kenapa sih iklan podcast horornya tambah banyak?? kembalikan iklan podcast 'with jebung' yg dulu pls :((( , cape bgt, iklan podcast horor makin banyak, gua tau pasti tujuannya biar pada beli premium, tapi ga gitu caranya. spotify, tolong bgt ya. :((",4
Kenapa gak bisa di ganti lagunya juga iklan banyak banget tolong dong hampa harus pakai uang si kanapa gak kay dulu aja pakai Wafi kenapa hari beli kalau mau di pencet lagu yg mau saya denger gak bisa malah di suruh jelajahi peremium kanapa gak pakai wafi atau data aja kenapa harus pake premium kalau mau mengubah atau ganti lagi yg saya suka kalau haras diperbaru lagi kayak dulu ajah gak usah pakai premium kalau mau ganti lagi biar begunaya nyaman,1
"Makin lama digunain, aplikasi nya makin banyak iklan, setiap 2 kali lagu ganti iklan, mau langsung ganti lagi (longkap) iklan. Banyak juga lirik yg ga bisa dimuat, kacaw",2
"Parah nih aplikasi kebanyakan iklan. Udah gitu klo mau muter lagu harus ikut premium Mulu, maksa banget, noo good aplikasinya. Enakan joox or soundcould gak ada iklan muter share lagu bebas.",1
"Kenapa siiii. Klo muter lagu tiba-tiba ilangg. Pdhl blm ada 10 detik lagunya tiba-tiba udah berhentiiiiii. Keselll tau ga sumpah. Kalau iklan mah wajar gapapa, tpi horornya kurangin. Tapi buat masalah yg lagunya tiba-tiba berhentiiii tolongg bgt diperbaiki.",1
Aplikasi nya sudah bagus banget dan lagu yg tidak bisa dicari bisa ketemu di Spotify beda dengan joox alangkah baik nya diperbaiki misal dengerin musik tanpa paketan tanpa harus langganan bulanan bisa tetep dengerin musik di Spotify ini pasti Spotify lebih laku di pasaran dunia Musikan di playstore ini dan diminati banyak orng tanpa harus berlangganan bulanan coba ya perbaiki biar Kya joox tanpa harus langganan bulanan gpp ada iklan nya tapi tetep bisa dengerin musik yg di cari dan lengkap,1
"Sekarang jadi takut buat dengerin lagu, tiba-tiba muncul iklan yang serem cug siapa coba yang ga takut,padahal aku suka dengerin lagu pas tengah malem😭😭😭",2
Terlalu sering muncuk iklan yg tidak relevan. Sudah di klik 👎 berkali kali tapi tetap muncul juga setiap hari. Annoying bgt.,2
bagus banget aku suka karna kita bisa cari lagu kesukaan kita☺tapi pasti ada iklan tapi gk papa sih karna iklan nya cuma dikit yang hobi dengar lagu wajib donlod ini sih🙂,5
"Saya sdh premium, tapi knp playlist saya tidak bisa dimunculkan pada profil, hanya bisa diubah dari privat ke publik tapi gabisa muncul di profil",3
"Satu bintang. Bagusnya cuman karena hemat kuota sm bisa denger pas nutup hp dn kluar dr apkny. Itu pun lagunya tak bisa didownload, apasi. Masa iklannya 30 detik ga bisa diskip gitu, luculah. iklanny bikin rese aj. Belum lagi lirikny ga bisa diskip. Nnti ketekan apk atau musik lain tanpa disengaja, mau dengr lagu itu jd hrs ulang dr awal, byk bgt kekurangannya. Klu bisa gw mau buat setengah bintang aj, kkurangnny bejibun, gajels. Terpaksa make supaya hmt kuota. Klu g mending pake youtube ajalah.",1
"Kalo buat iklan aku masih maklumi karna gak premium, tapi tolong lah masa mau puter lagu yang kita mau aja harus premium padahal sebelumnya bebas mau puter lagu apa aja, ini kesan nya malah terlalu maksa buat premium. Please balikin kayak awal aja",1
"Kalo iklan boleh² aja tapi tolong dong jangan tiba tiba iklan horor yg podcast, kalo orang pake handset tiba tiba dengar iklan itu apa gak langsung merinding",3
"suka otomatis jd shuffle pintar pdhal gk prnah ganti.pas mau ganti disuruh bayar premium suka muncul lagu diluar playlist trs lagunya gk sesuai sm music taste k trs pas ku ganti lagunya muncul iklan trs iklannya banyak kyk 2-3 iklan.biasanya jg lagu""nya liriknya sering tdk dapat dimuat.",4
"Sangat tidak menyukai iklan podcast yang sering muncul padahal sudah di report unlike berkali-kali kalau itu ""tidak relevan bagi saya"" tapi masih sering muncul iklan podcast yang asli itu sangat mengganggu. Tolong report yang masuk jangan hanya sekedar masuk saja, tapi di realisasikan tindakannya juga. Untuk kualitas audio,lagu, dsb masih sangat aman dan banyak updatean yang lebih baik. Namun untuk iklan podcast ((terutama yang horor)) tolong di tindaklanjuti.",5
"Aplikasinya bagus banget 😭 terlepas dari akunku yang nggak premium dan tentunya ada iklan, menurutku iklannya nggak sebanyak dan nggak sesering itu. Dibikin terharu sama kilas balik tahunan dengan kata-kata ""mari kita lakukan lagi tahun depan"" huaaaa Spotify makasih banyak udah nemenin aku ngerjain tugas dan menjadi saksi stress nya aku waktu dikeroyok tugas. Makasiiihh banyaakkk bangett 💗❤️🌷💐🙆‍♀️ luv Spotify 🌷",5
"Keren bagus,cuma agak aneh karna udah lama ga download Spotify pas ini doang,kaget ternyata di liriknya biasanya ada terjemahannya (buat musik luar indo) kok ini ga ada ya,syok aja,tapi gpp kok tetep mantul bagus,bisa digunakan tanpa adanya pulsa/kuota, Kalo aku tinggal nyalain data aja,masih bisa dipake,tapi kalo yg didengarinya yg sering kita start aja kalo yg blm ga bakal bsa..Untuk iklan aku sebel dikit masa baru ganti 2 aja udah iklan...tapi gpp ga ngeselin ni apk the best sih terimakasih.",5
"Sebenarnya apk Spotify ini bagus, tp knp semuanya harus premium sih? Nggk cukup kah premium nya? Padahal udh enak bisa milih lagu sesuai keinginan kita sendiri. Masa iya hrus nunggu ampe besok biar bisa milih lagu lagi? Haruskah beli premium? Yg make Spotify free jd nggk nyaman, tp yaudah gw trima aj. Tlg y di perbaiki lg.",2
"Ini gimana sih, niat bkin apk ga si??? Knp dikit2 harus Premium dlu, bru 2 kali putar musik udah ad iklan mna bnyk bgt lgi iklannya, mau pilih lagu malah ga bisa klo ga premium, lagu yg di pencet lain yg keputar juga lain, lirik lagu juga udah ga ada pdhl sebelumnya ada, jaringan nya bagus tpi ga bisa putar lagu, dengar lagu baru 2-3 menit udah ga bisa putar lgi ini niat ga si bkin nya? Atau emg buat orang yg beli premium aja? Dikit2 premium heran sma yg bkin apk",1
Eh tolong dong kenapa Spotify suka mati mendadak? Lagi enak-enak nya lagunya malah ngilang tolong dong diperbaiki,2
"saran aja nihh gk keberatan si klo ada iklan namanya juga gratisan,kaga premium tapi klo tiap denger satu ataw dua lagu selalu ada aja iklan malah jadi risihhh terus juga gaktau kenapa makin sini malah lemot bgt aplikasi nya,geloooo!!semoga aja dibenerin klo peduli buat pengguna si harusnya bisa di perbaiki",2
"ntah gw doang apa gimana rasanya kek jadi lemot mulu, mau skip lagu juga lemot banget nunggu bbrp detik baru bisa, pdhl wifi/data aman2 aja",1
"Saya sangat terganggu bukan karna iklan,tapi karna musik yg tiba tiba berhenti dan keluar begitu saja, setiap lagu yg diputar selalu berhenti tanpa sebab,apa harus membeli premium dulu atau bagai mana?mohon respon nya",1
"PLISS LAHHH, lagi play lagu trs mau lanjut ke lagu lainnya ada jeda iklan, dan itu pun berkali kali gak cuma satu lagu aja. terus barusan ini lagi dengerin lagu nah mendekati akhir bisa²nya dipotong iklan, nah itu pun iklannya dua, juga lagu yang kepotong itu ke skip lagu lain (padahal crossfade gak dinyalain). sebel bgt spotify yang sekaranggggg, kata gue teh mendingan iklan ""tarekk tarekkk"" 😭😭😭😭😭",2
"Gtw, ah cape ama iklannya yang lagi seru-seru dengerin musik tiba-tiba iklan ""tarik tarik tarik!"" kek apaan bjir tapi gapapa gw maklumin soalnya gw orang susah jadi ga beli premium.",5
"baguss banget ak udh pake selama 2 tahunn. Ak puas banget sama apknya, tapi ada 1 bug yaitu lagu yang keputar ada yang ga sesuai di playlist, dan ak mau minta alarm tidurnya bisa ga lagunya yang mau kita putar aja selama tidur itu jadi gausah di ganti..",5
"Aplikasi musik terbaik, bisa menyesuaikan kualitas agar bisa menghemat data seluler, atau bisa di nikmati juga secara menonton vd nya jika ingin(sesuai selera). Di dalamnya juga terdapat lirik lagu.",5
"Awalnya nyaman nyaman aja dan pake Spotify dan juga gk terlalu mempermasalahkan iklan, tapi jadi kecewa semenjak di update, liriknya jadi ilang padahal sebelumnya ada liriknya. Selalu ada tulisan ""tidak dapat memuat lirik untuk lagu ini"" padahal jaringan internet lancar lancar aja. Saya berharap bisa segera diperbaiki untuk masalah ini terimakasih.",3
"Aplikasi ny bagus, tapi kenapa kadang suka mati sendiri musiknya? Padahal jaringan lancar. Dan plis lah iklannya jangan horror Mulu jadi g nyaman",2
"Baru 2 lagu udh iklan, kebanyakan iklan mana iklannya lama lg kan jadi gk mood. Sekarang kenapa jadi sering '' Tidak dapat memuat lirik untuk lagu ini''?? padahal semua saran udh d lakuin tapi ttp aja kyk gituuu",1
"spotify sekarang gk seru seperti dulu di update malah gk jelas sekarang banyak iklan sama kolo mau denger musik mau di setel mengikuti lagu yg di suka harus premium sih semuanya premium gk seru lg harusnya yg di pentingin tu kepuasan penguna yg menggunakan aplikasi bukan di penting duitnya mending ke aplikasi musik lain daripada dengerin iklan ngoceh ""mau mendengar musik dengan geratis dan bla bla bla"" Andai saya gk update ni aplikasi💢🙄",1
"ini Spotify sekarang kenapa ya lagu² nya pada gaada lirik nya pdhl dulu ada skrng kebanyakan lagu² di playlist ku pada gaada lirik nya padahal dulu ada,klo ini masalah dari Spotify nya tolong untuk diperbaiki. dan tolong dong makin kesini jgn makin pelit sekarang cuman mau ganti² lagu aja hrs premium.",2
Karena enak Di dengar juga gratis Abis itu donlot nya juga gratis Enak ada lagu tidur terus ada banyak sekali lagu Praktis lagi enak di dengar dan Juga gratis lebin enak Dengan sambil tiduran atau istirahat Makanya aku kasih bintang lima paling enak didengar udh praktis abis itu bisa dengrin lagu secara gratis udh enak Banget hidup Kaya di Surga atau di neraka uh sedap bangaet pokonya aku mau donlot ini ga Bakal diahapus kembali enak secara rutin Enak gratis bisa dengerin lagu wibu d,5
"Aneh bangettt woi, gak bisa nambahin playlist ke profil, sama gak bisa hapus playlist dari tampilan profil publik kita 💀💀💀",1
Terlalu maksa buat orang belik premium gak gitu cara carik cuan gak perlu ada paksaan jadi nya user gak suka aku premium cumak pengen dengerin lagu yg di ulang ulang saja selain itu gak belik premium walau pun harus premium biar dapat yg kita mau,1
"Sekarang kenapa ga bisa beli premium tiap mau bali tulisannya apalah itu bermasalah di suruh cek setting trs coba lagi berkali kali mau ngeklik ga jadi jadi, ga boleh beli premium apa gimana, trs kenapa nawarin iklan premium aneh",4
"Terima Kasih banyak kepada Aplikasi Spotify Putar Musik Audio & dapat mendengar Lagu yg Anda Download Secara OffLines'..!!! Sungguh Kaya Raya akan Lagu & Musik apapun'...!!! Rock, Metal, SlowRock & Memory, Heavy Metal, Jazz, & Many Much More Music' !!! TAPI MENGAPA HP SAYA TIDAK BISA DOWNLOAD & MENG GUNAKAN' APLIKASI INI'?? APA KARNA HP SAMSUNG J1 MINI PRIME' SAYA TIPE LAMA..?? TAPI KAN MASIH KOMPATIBEL. ""TOLONG THE GREAT GOOGLE PLAY.. UPAYA-KAN AGAR HP SAYA JARINGAN-NYA KUAT."" THANKS.",5
"Assalamualaikum nama saya Alan Nabiansyah Saya cma ingin ngsih tau aja... maaf saya kasih bintang 3 dulu soalnya saya belum tau dengan aplikasi sporty musik ini bagus apa engga, tp kenapa ya pas mau download musik ko ga bisa"" gitu",3
"jujur apk ini udh g layak pakai si sebenarnya, tpi apa boleh buat saya masih membutuhkan aplikasi ini untuk denger lagu. kalo ada apk lain buat denger lagu saya bakal beralih ke apk lain. pas lagi dgr lagu suka tiba² berhenti sendiri spotify nya, dan skrg cuma beberapa lagu aja yang liriknyal tersedia, trs iklan nya terlalu bnyk. klo bisa jgn terlalu maksain buat beli premium dong, kalo gitu nanti lama lama org org bakal males dgr lagu di spotify klo dikit dikit iklan, suka tiba² berhenti sendri",1
"Apk nya lumayan seru dan membantu saya buat rileks karena ada lagu-lagu yang chill,Tapi ada bug yaitu lirik lagu yang kadang nggak bisa dimuat padahal jaringan internet saya lancar saja Mohon untuk segera diperbaiki untuk bug nya(trimss)",4
"Iklan nya banyak banget, ga kaya sebelumnya, setiap ganti lagu ada iklan dan iklannya ga satu tapi dua, juga lirik sering sekali tdk bisa memuat, saran aja dikurangin iklannya🙏",2
"Aplikasi nya baguss,tapi kenapa kalau saya mau mendengar musik atau menyanyi lirik nya selalu tidak muncul padahal sudah di update?",3
Spotify udah keren. kita mencet lagu yang kita ingin puter tapi musik yang lain nongolnya..tapi dari situ musiknya berurut ko.walau beda ..intinya baguss bass nya juga enak kalo make hanset..ngehiburlahh walau banyak iklanya..,4
